file_path,page_count,total_chars,total_words,text_sample,technical_score,structure_score,content_score,overall_score,issues,is_text_based,sample_id,faculty,file_size,error
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part12\990025046880204146\12395580260004146\2504688.pdf,,,,,0,0,0,0,"[""Failed to process: Failed to open file 'G:\\\\.shortcut-targets-by-id\\\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\\\Tau All Data\\\\aws\\\\part12\\\\990025046880204146\\\\12395580260004146\\\\2504688.pdf'.""]",FALSE,990025046880204146,החוג לפסיכולוגיה,8862705,Failed to open file 'G:\\.shortcut-targets-by-id\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\Tau All Data\\aws\\part12\\990025046880204146\\12395580260004146\\2504688.pdf'.
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933290199704146\12396113680004146\9933290199704146.pdf,,,,,0,0,0,0,"[""Failed to process: Failed to open file 'G:\\\\.shortcut-targets-by-id\\\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\\\Tau All Data\\\\aws\\\\part4\\\\9933290199704146\\\\12396113680004146\\\\9933290199704146.pdf'.""]",FALSE,9933290199704146,"הפקולטה לרפואה ע""ש סאקלר,",1492354,Failed to open file 'G:\\.shortcut-targets-by-id\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\Tau All Data\\aws\\part4\\9933290199704146\\12396113680004146\\9933290199704146.pdf'.
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part6\9933445510004146\12403173140004146\9933445510004146.pdf,,,,,0,0,0,0,"[""Failed to process: Failed to open file 'G:\\\\.shortcut-targets-by-id\\\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\\\Tau All Data\\\\aws\\\\part6\\\\9933445510004146\\\\12403173140004146\\\\9933445510004146.pdf'.""]",FALSE,9933445510004146,Porter School of the Environment and Earth Sciences,16770269,Failed to open file 'G:\\.shortcut-targets-by-id\\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\\Tau All Data\\aws\\part6\\9933445510004146\\12403173140004146\\9933445510004146.pdf'.
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part9\990032727970204146\12397334580004146\3272797.pdf,91,146564,22744," 
 
אוניברסיטת תל - אביב 
הפקולטה להנדסה ע""ש איבי ואלדר פליישמן 
בית הספר לתארים מתקדמים ע""ש זנדמן-סליינר 
 
 
 
הגבר ת קצב שטפי חום ע""י שימוש בתערובת
 בינארית מסיסה חלקית בעלת נקודה קריטית
תחתונה 
 
חיבור זה הוגש כעבודת גמר לקראת התואר ""מוסמך אוניברסיט
ה"" בהנדסת סביבה 
 
 
 
על - ידי 
איתי ליפשטיין 
 
 
 
 
 
 
 
 
 
 
 
 
תשרי תשע""ו 
September 2016
 
 
 
 

 
אוניברסיטת תל - אביב 
הפקולטה להנדסה ע""ש איבי ואלדר פליישמן 
בית הספר לתארים מתקדמים ע""ש זנדמן-סליינר 
 
 
 
הגבר ת קצב שטפי חום ע""י שימ",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990032727970204146,"התוכנית להנדסת סביבה,",3388911,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part10\990024319910204146\12395465880004146\2431991.pdf,249,473974,78833,"אוניברסיטת תל אביב 
הפקולטה למדעי החברה ע""ש גרשון גורדון 
החוג למדע המדינה 
 
 
 
 
 
סקר כמצלמה, ליצן, יועץ-סתרים ומבקר-
:המדינה 
מסגור סקרים בעיתונות הפופולארי
ת 
 בישראל 
 והשפעתו על תפיסות של
צרכני תקשורת 
 
 
חיבור זה הוגש כעבודת גמר לקראת התואר 
 """"מוסמך אוניברסיטה- מ..א 
באוניברסיטת תל-אביב 
 
 
על ידי 
פזית בן נון 
 
 
:העבודה הוכנה בהדרכת 
פרופ' מיכל שמיר 
 
 
יולי 
5002
 

תוכן העניינים 
 
הפרק 
 
עמודים 
רשימת תרשימים ולוחות 
 
4-2
 
מבוא 
 
6-00
 
0
 .הסקרים ואמצעי התקשורת 
 
00-50
 ",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990024319910204146,החוג למדע המדינה,21545811,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933763729304146\12460289200004146\9933763729304146 אייל פלג.pdf,204,204,0,"











































































































































































































",75,70,100,81.66666666666667,[],FALSE,9933763729304146,"המחלקה להנדסה ביו-רפואית,",10747656,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\990019634220204146\12394548280004146\001963422.pdf,462,928303,171184,"    אוניברסיטת תל-אביב
  
  
    בית הספר למדעי היהדות ע
""
ש חיים רוזנברג
  
  
  
  
  
                  
 אברהם אורי קובנר-
  ראשיתה של הביקורת
  
  
   המודרנית בספרות העברית החדשה
  
  
  
                 
  
                                              
 חיבור לשם קבלת התואר
""
דוקטור 
לפילוסופיה
   ""
                                
  
                                         
   
        
                            מאת
  
  
                                   
          
              ",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990019634220204146,החוג ל,3593089,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933618719904146\12435614720004146\יסודות מושג הזכות - גולדוין.pdf,117,482968,62349," 
 
  
 
 
 
 
 
 
 
 
 
 
  
 
 
 
 
 
 
  
  
  
 
 
 
 
 
 
  
  
 
 
 
 
 
 
 
  
 
 
   
 
 
  
   
 
 
  
  
 
 
 
   
  
 
 
  
  
  
  
  
  
  
  
אוðיברסיטת תל אביב 
הפקולטה למשפטים ע""ש בוכמן 
מרכז צבי מיתר ללימודי משפט מתקדמים 
 יטסילוה לדומ תארקל : תוכזה גשומ תודוסי
חיבור זה הוגש כעבודת גמר לקראת התואר 
 ""םיטפשמב ךמסומ""L.L.M. 
– באוðיברסיטת תל-אביב 
על-ידי 
עמרי גולדוין 
מð ןמפרוד יחיבא 'פורפ :הח
יðואר 2023 
1 

 
 
 
  
  
 
 
 
  
  
 
 
 
 
 
  
  
 
 
 
 
 
 
  
 
 
  
  
 
 
 
 ",75,50,50,58.333333333333336,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933618719904146,הפקולטה למשפטים,2722376,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part13\990025165140204146\12395908750004146\2516514.pdf,132,132,0,"



































































































































",75,70,100,81.66666666666667,[],FALSE,990025165140204146,"החוג לסוציולוגיה ולאנתרופולוגיה,",3529650,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part9\990032734520204146\12397331570004146\003273452.pdf,106,242720,41700,"1
 
 
אוניברסיטת תל אביב 
הפקולטה למדעי הרוח ע""ש לסטר וסאלי אנטין 
החוג להיסטוריה של עם ישראל 
 
הפולמוס בשבתאות בין שמואל פרימו 
לאברהם מיכאל קארדוזו 
 
 
חיבור זה הוגש כעבודת גמר לקראת התואר 
 """"מוסמך אוניברסיטה–
M.A
 באוניברסיטת ת""א 
 
 
על ידי 
דור ס
ער-מן 
 
העבודה הוכנה בהד:רכת 
ד""ר מעוז כהנא 
 
תשרי התשע""ח 
 אוקטובר2017
 
 
 

2
 
 
תודות 
עבודת מחקר זו לא הייתה רואה אור אלמלא סיועם של אנשים רבים בדרך 
 והמעט שאוכל לעשות
 .הוא להודות להם כעת ראשון לתודות
למנחה של העבודה, ד""
 ר מעוז כהנא א",75,55,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990032734520204146,"החוג להיסטוריה של עם ישראל,",845144,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022214670204146\12394844360004146\2221467.pdf,98,169868,29208,"אוניברסיטת תל-אביב
  
הפקולטה למדעי החברה ע
""
ש גרשון גורדון
  
החוג לפסיכולוגיה
  
  
  
  
אוריינטציה קוגניטיבית וסיבוכים בלידה
  
  
  
מ
וגש כעבודת גמר לקראת התואר
  
""מוסמך במדעי החברה
   ""
אוניברסיטת תל-אביב
  
  
  
על-ידי
  
טל כרמלי
  
  
  
  
העבודה הוכנה בהדרכת
  
פרופ
' 
שולמית קרייטלר
  
  
  
  
  
  
  
 ינואר2004
  

Tel Aviv University
 
Faculty of Social Sciences
 
Department of Psychology
 
  
  
  
 
Cognitive Orientation and
 
Obstetric Complications
 
  
  
 
M.A. Thesis i",100,30,50,60,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990022214670204146,החוג לפסיכולוגיה,2418891,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022329230204146\12394825850004146\2232923.pdf,118,302815,54654,"   
  
  
  
   
 
  
  
  
  
  
  
  
 
 
  
  
אביב  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
15
   בנובמבר2004
  

   
 
 
  
 
  
 
  
 
 
  
 
 
  
  
 
  
 
 
 
 
  
 
 
 
 
Tel-Aviv  
 
 
 
 
 
 
November 15,  2004
 

-
  
 
     
-
  
88578
  
  
A
Fighting Outnumbered  
The Influences of the Yom Kippur War on the U.S. Army 
 
Abstract 
 
This study deals with the influences of the Yom Kippur War (YKW) on the
reform that the U.S. Army underwent, in the Post Vietnam era (1973-1982). 
The",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990022329230204146,"התוכנית ללימודי ביטחון,",1559109,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\990011827900204146\12421414320004146\001182790.pdf,420,695377,116739,"הרמוניה של ניגודיות 
בתיאטרון היפאני 
:הקלאסי 
,משחק דרמה וחלל
חיבור לשם קבלת התואר 
""דוקטור 
""לפילוסופיה
מאת
צבי סרפר
הוגש לסנאט של אוניברסיטת אביב-תל
פברואר 
1990

עבודה זו נכתבה בהדרכת 
פרופ‘ יעקב רז מאוניברסיטת אביב-תל
המחקר לעבודה נעשה בהדרכת 
פרופי אומוטה אקירה 
(
omote Akira
) 
מאוניברסיטת הוסאי 
(
Hosei
) בטוקיו
המחקר לעבודה מומן בעזרת מלגה
(The Japan Foundation) ""מיוחדת של ""קרן יפאן
תודתי העמוקה נתונה לפרופי 
,רז לפרופ’ אומרטה ול""קרן 
,""יפאן
על העזרה 
,הרבה העידוד והעניין הרב שגילו בעבו",75,55,70,66.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990011827900204146,לא ידוע,36173255,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part13\990025164190204146\12395914110004146\2516419.pdf,191,191,0,"






























































































































































































",75,70,100,81.66666666666667,[],FALSE,990025164190204146,"החוג לסוציולוגיה ולאנתרופולוגיה,",7320268,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part9\990032646120204146\12397307180004146\3264612.pdf,32,50451,7615," 
 
אוניברסיטת תל-אביב 
הפקולטה לרפואה ע""ש סאקלר 
 
 
 ממצאים היסטופתולוגיים שלייתיים
ב פראקלמפסיה כגורם מנבא להישנות
פראקלמפסיה בהריון העוקב 
 
עבודה זו מוגשת כחלק מהדרישות לקבלת תואר ""דוקטור לרפואה ""מטעם בית הספר לרפואה ע""ש סאקלר של 
אוניברסיטת תל-אביב 
מוגש על ידי:
 
אלחנן זשוראוועל 
 
העבודה בוצעה בהנחייתם 
 :של 
 ,דר' מיכל קובו
מנהלת חדר לידה ,ה מרכז
ה רפואי ע""ש אדית
וולפסון
, חולון 
 ,פרופ' יעקב בר מנהל
אגף 
 ,נשים ויולדות
ה מרכז
ה רפואי ע""ש אדית
וולפסון
, חולון 
 :תאריך
נובמבר ,
1026

 
 ",75,55,70,66.66666666666667,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990032646120204146,"הפקולטה לרפואה ע""ש סאקלר,",515865,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part1\990019060610204146\12394517320004146\001906061.pdf,173,324814,52573,"תטיסרבינוא
לת-ביבא
הטדוקפה
יעדמל
חורה
ש""ע
רשרד
ילאסו
ויפוא
;החור
םידומילל
םייסאלק
תונומא
תולפת
ץראב
לארשי
תופוקתב
תימורה
תיטנזיבהו
המודקה
הורוביה
שגוה
ומ-תתב
רטג
תארקל
ראותה
ךמסומ”
”הטיסרבינוא
־
"".ג.
תטיסרבינואב
א""ת
לע
""!`
י)!`ורוא
רעס
הדובעה
הנבוה
תכרדהב
'פורפ
השמ
רשיפ
ראוני2003

ןכות
םיעיש
המדקה
אובמ
קרפ
""א
ןיב
זפוופוס
ל-םסוס5וי9עק5
קרפ
:'ב
.יחשימק
אלל
תועפות
,יאוול
אלל
םשרמ
אפור
קרפ
:וג
יפושיכ
הליבכ
קרפ
”ד
תונומא
?תולפת
חמ”שך
םירךציק
היפרגואילביב
הדעול
היפרגואילביב
תירבע
תורוקמ
םיינורטקלא
חחך",75,70,60,68.33333333333333,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990019060610204146,"החוג ללימודים קלאסיים,",3642835,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\990022698610204146\12394910630004146\002269861.pdf,135,135,0,"






































































































































",75,70,100,81.66666666666667,[],FALSE,990022698610204146,"בית הספר לחינוך,",2333735,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part17\990032583320204146\12397290350004146\314075.pdf,64,64,0,"































































",50,70,100,73.33333333333333,[],FALSE,990032583320204146,"School of Chemistry,",830756,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part3\990025157140204146\12395805860004146\2515714.pdf,262,649150,103591," 
 אוניברסיטת
תל אביב 
הפקולטה למדעי החברה ע""ש גרשון גורדון 
החוג לתקשורת 
 
 
 
 
 
שיתופי פעולה מקצועיים ביצירה והפקה של תוכניות דרמה ו
קומדיה 
.בטלוויזיה לקידום שינוי חברתי בנושאי חברה, בריאות וסביבה 
 
טל פרידמן 
 
 
 
העבודה מוגשת לסנאט של אוניברסיטת תל-אביב כחלק ממילוי 
 הדרישות לקבלת
תואר שלישי 
 
 
 
 
חשוון תשע""ד 
 
 
 
 
 
 
 
 אוקטובר3102
 

 
 אוניברסיטת
תל אביב 
הפקולטה למדעי החברה ע""ש גרשון גורדון 
החוג לתקשורת 
 
 
 
 
 
שיתופי פעולה מקצועיים ביצירה והפקה של תוכניות דרמה ו
קומדיה ",100,30,60,63.333333333333336,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025157140204146,"החוג לתקשורת,",1902977,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025268290204146\12396019950004146\2526829.pdf,26,43406,6889," 
אוניברסיטת תל-אביב 
הפקולטה לרפואה ע""ש סאקלר 
 
 
תפקוד אמפתי בחולי דיכאון מג'ורי וקורלציה לתפקודים קוגנ
י .טיביים 
 
עבודה זו מוגשת כחלק מהדרישות לקבלת תואר ""דוקטור לרפואה ""מטעם בית הספר לרפואה ע""ש סאקלר של 
אוניברסיטת תל-אביב. 
 
 
מוגש על ידי:
 
אהוד מקורי 
 
 
העבודה בוצעה בהנחייתו של :ד""ר חגי הררי ,מנהל היחידה הפסיכיאטרית, מרכז לטיפול בנפגעי טראומה ומשבר ,
 .מרכז רפואי מאיר, אוניברסיטת תל אביב 
וכן בהדרכת
ו של: פרופ '
 יחיאל
לבקוביץ ,'מנהל מחלקת יום והמעבדה הקוגניטיבית ,מרכז בריאות הנפש ש",75,70,70,71.66666666666667,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025268290204146,"הפקולטה לרפואה ע""ש סאקלר,",637974,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932976899904146\12394982060004146\9932976899904146.pdf,351,728766,119726," 
אוניברסיטת תל אביב 
הפקולטה למדעי החברה ע""ש גרשון גורדון 
בית הספר ל לימודי
חברה ומדיניות 
החוג לתקשורת 
 
 
 
 
הדרך הטכנולוגית של
י 
:למידע 
הגדרות ותפיסות של מידע מקוון, איתור וחיפוש מידע בקרב צעירים ומבוגרים 
והאופן שבו הן משליכות על סביב
ו ת
המידע 
 
נתן סטולרו 
 
 
הע
בו
דה מוגשת לסנאט של אוניברסיטת תל אביב כחלק ממילוי הדרישות לקבלת תואר שלישי 
 
 
 
חשו
ןו"", תשע
ט 
 
 
 
 
 
 
 
 
 
 ,אוקטובר2018
 
 

2
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
העבודה הנוכחית בוצעה בהנחייתו של",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9932976899904146,"החוג לתקשורת,",4413808,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025282650204146\12396043430004146\002528265.pdf,110,211238,29642,"!l'!lN ,n n""'tI'!l'l'N 
P""lN ',NtI' '''tI, ~lIlJ """"1""l 'lJ'1~' 1""l""""i'£l1""l 
tlN'tlNm n'!l'lJ1""l ,~~,,, )'''1''l 
tl1'NN!:) )~'tJtl 
tJ""l'!ltl 'tJ' ,~ ""'!l'l'tl ""'Pl1p;tl """"t7tJ!l 
'N,n1""l nN'i"" ,m n~!llJ!) ~)'1""l m ""!l'"" 
N""n n""'tI'!l'l'N!l .M.A - ""1""l""'tI'!l'l'N j~tI'~1I 
'1' ,lJ 
'~'!l'''''H~ 1""l""N'!l 
: n!)''11''l!l m!),1""l 1""l~!llJ1""l 
1'£1 ,~, '£1""£1 
2012 ""N)""J~ 

z 
9· 
GNNd .. U Cl!lOGl! C;c{OL 
TL 
£·5· GNNIW CC\(I\C{i\ll! I7IC; C{<.C;U ClLLl! 
99 
Z""5"" GNNd .. U CC{I7IC{i\ll! CC;C;<.l",75,70,75,73.33333333333333,"['Hebrew encoding issues', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990025282650204146,"החוג ללימודי הערבית והאסלאם,",4189955,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933346772004146\12396348560004146\9933346772004146.pdf,152,152,0,"























































































































































",75,70,100,81.66666666666667,[],FALSE,9933346772004146,בית הספר למדעי המחשב,5020049,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\990025257490204146\12462128880004146\002525749.pdf,109,133018,21827,"אוניברסיטת תל אביב
הפקולטה למדעי הרוח על שם לסטר וסאלי אנטון 
החוג ללימודי התרבות העברית
המגמה ללשון העברית
תנועות המלוות את הדיבור: 
בין איקוניות למטפוריות
חיבור זה הוגש כעבודת גמר לקראת התואר 
""מוסמך 
""אוניברסיטה באוניברסיטת תל אביב
על ידי
קוגן אורית
העבודה הוכנה בהדרכת
פרופ׳ תמר 
.סוברן
חשוון תשס״ט 
אוקטובר 
2008

תודות
תודות חמות לפרופ׳ תמר סוברן
על היחס האישי לו זכיתי במהלך כתיבת 
,העבודה 
תשומת הלב ומתן מענה לכל שאלה בכל 
.עת
על כך שחשפה אותי לתחום מרתק ומעניין
והדביקה אותי במרצה 
.ובסקרנו",75,70,70,71.66666666666667,"['Page numbers in content', 'Repeated headers/footers']",TRUE,990025257490204146,החוג ללימודי התרבות העברית.,9214826,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\990025564570204146\12396257520004146\2556457.pdf,140,140,0,"











































































































































",75,70,100,81.66666666666667,[],FALSE,990025564570204146,"החוג לסוציולוגיה ולאנתרופולוגיה,",3460086,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933718617704146\12456224630004146\9933718617704146.pdf,29,28464,4463," 
הפקול
ט ה לרפואה ע""ש סאקלר 
אוניברסיטת תל-
 אביב 
 הקשר בין
מדדי דלקת 
 יחס נויטרופילים ללימפוציטים (
) 
 ויחס טסיות דם ללימפוציטים(
) 
 בסמיכות
לטראומה לבין ה תוצא השיקומי, בקרב מטופלים מעל גיל60
 לאחר ניתוח לתיקון שבר במפרק הירך - 
 מחקר
 עוקבה היסטורי 
 
 עבודה זו מוגשת כחלק מהדרישות לקבלת תואר ""דוקטור לרפואה"" מטעם בית הספר לרפואה ע""ש סאקלר של
אוניברסיטת תל-
.אביב
 
 :מוגש על ידי 
מוריה גורפינקל
 
העבודה בוצעה בהנחייתו של: 
 פרופסור חרותי רפי, ראש חטיבת השיקום בבית החולים השיקומי ""רעות"" תל
",75,65,70,70,"['Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933718617704146,"הפקולטה לרפואה ע""ש סאקלר",697897,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part7\9933721119704146\12455804150004146\9933721119704146.pdf,66,96717,14510,"1 
אוניברסיטת תל-אביב 
 הפקולטה לרפואה ע""ש סאקלר 
 המדרשה לתארים מתקדמים ע""ש מרים ושלדון ג' אדלסון
 החוג להפרעות בתקשורת 
משוב הורי בשיח אם-ילד
ה 
 ברכישת שפה מוקדמת 
 עבודה זו הוגשה כמילוי חלקי של הדרישות לקבלת התואר ""מוסמך אוניברסיטה"" מטעם
 אוניברסיטת תל""אביב, בפקולטה לרפואה ע ,ש סאקלר, בית הספר למקצועות הבריאות
 החוג להפרעות בתקשורת 
 מוגש על ידי:  דניאלה פדידה
בהנחיית : פרופסור דורית 
רביד
ת :אריך הגשה16.04.2024
 :חתימת המנחה                        

2 
 
תודות 
 ברצוני להודות בראש ובראשונה ",75,25,50,50,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,9933721119704146,החוג להפרעות בתקשורת,2219783,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part17\990030921950204146\12397241130004146\3092195.pdf,56,81945,13389,"1
 
 
 
 
אוניברסיטת תל-אביב 
הפקולטה לרפואה ע""ש סאקלר 
 
 
 הבדלים בידע, עמדות והתנהגות מינית בין הומואים שאינם נשאי נגיף
 האיידס ונמצאים בזוגיות עם נשא, לעומת זוגות הומואים ששניהם אינם
נושאים את הנגיף 
 
עבודה זו מוגשת כחלק מהדרישות לקבלת תואר ""דוקטור לרפואה ""מטעם בית הספר לרפואה ע""ש סאקלר של 
אוניברסיטת תל-אביב 
 
מוגש על ידי:
 
טיירי דניאל 
 
העבודה בוצעה בהנחייתו של: 
 ד""ר איציק לוי, מנהל שירות האיידס ומחלות המועברות במגע מיני וכן רופא בכיר
ביחידה למחלות זיהומיות, המרכז הרפואי שיבא 
וכן בהד",75,30,50,51.666666666666664,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990030921950204146,"הפקולטה לרפואה ע""ש סאקלר,",1489781,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part2\9932948199004146\12394729370004146\9932948199004146.pdf,150,14327,2181,"-LC"" 8IOZ
.l.. u L. N1,N.I.. U.lN()L.: 
aL.La, i1.:L. m-c""ci 
L!l!CLLL! L!LCCL! CL!LL.CL! 
 
(LN1, LLl.l.. 
l!',_-.L. 
11mo*L NLC.CL.O.ClL.!11 - ·,rlt\l CNLC.CL.O.Cll! L!',_-NC.C 
U.CLL. lL! L!L'Cal CCLLL! rnL. c:!L.NL! L!L!LNL.
lG'l<C\d..C CUCLU UG'OC\<C'd..C c,l Uf?\C'<O sooz-stoz""
uUC(<ClL<O f?\ UQC(f?\«U uC<G'U NLlc<Uu CC< C<dlLLC UCLLC<l.C 
UQift?.,,U tt4, 4't,4U.,U U'tL,U,U G4,a,u 
L!l!Cr""l! 4l!LNL air"" C$UdL l!LCLU' L!""4L LL!rL!l:L 
C""l!-L!QGL 4%Lll:"" L!l!LCLU' !l:11al al""L4"" L40",75,85,75,78.33333333333333,[],FALSE,9932948199004146,"בית הספר למדעי התרבות ע""ש שירלי ולסלי פורטר.",114300559,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part4\9933348771504146\12396358230004146\9933348771504146.pdf,130,130,0,"

































































































































",75,70,100,81.66666666666667,[],FALSE,9933348771504146,"התוכנית להנדסת סביבה,",22348565,
G:\.shortcut-targets-by-id\1cErCnP4Phe-Supo0U_ju1u-KMunC6Et6\Tau All Data\aws\part10\990023996490204146\12395437570004146\2399649.pdf,85,166910,26113,"1
 עובדות סוציאליות בעידן של הפרטה   
 
 
 
 
 
אוניברסיטת תל- אביב 
בית הספר לעבודה סוציאלית ע""ש בוב שאפל 
 
 
 :עובדות סוציאליות בעידן של הפרטה 
תנאי עבודה
, שביעות רצון ועמדות כלפי הפרטה 
 של עובדות סוציאליות במגזר הממשלתי
והחוץ-ממשלתי 
 
 
חיבור זה מוגש כעבודת גמר 
לקראת תואר 
""מוסמכת אוניברסיטה בעבודה סוציא""לית 
באוניברסיטת תל-אביב 
 
על ידי 
 הדס צוקרט038844585
 
 
:העבודה הוכנה בהנחיית 
פרופסור יוסף קטן ז""ל 
פרופסור עידית וייס-גל 
 
 פברואר3102
 
 

 
 
Tel Aviv University 
Bob Shapell Sc",100,30,50,60,"['Multiple spaces', 'Multiple empty lines', 'Page numbers in content', 'Repeated headers/footers']",TRUE,990023996490204146,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל",1204749,
